Name,Manufacturer,Actual Price,Discounted Price
B OZE Cream 5gm,* Mkt: Eris Oaknet Healthcare Pvt Ltd * Delivery charges if applicable will be applied at checkout,76.96,76.96
B TEX Lotion 15ml,* Mkt: B Tex Ointment Mfg.Co * Delivery charges if applicable will be applied at checkout,30,30
Bactafuz Cream 5gm,* Mkt: Mankind Pharma Pvt Ltd * Delivery charges if applicable will be applied at checkout,55.04,55.04
Bactirest M Cream 10gm,* Mkt: Centaur Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,272.55,272.55
BACTIVAC Ointment 5gm,* Mkt: PREVEGO HEALTHCARE & RESEARCH PRIVATE LIMITED (Generics) * Delivery charges if applicable will be applied at checkout,150,105
Balvidine 10% Ointment 15gm,* Mkt: Bal Pharma Limited * Delivery charges if applicable will be applied at checkout,75,75
Balvidine 5% Solution 200ml,* Mkt: Bal Pharma Limited * Delivery charges if applicable will be applied at checkout,78,78
Balvidine 5% Solution 500ml,* Mkt: Bal Pharma Limited * Delivery charges if applicable will be applied at checkout,198.06,198.06
BARIDERM S Ointment 20gm,* Mkt: Organic Laboratories * Delivery charges if applicable will be applied at checkout,70,70
BC SAL Ointment 20gm,* Mkt: East West Pharma * Delivery charges if applicable will be applied at checkout,119.35,119.35
BC SAL Z Ointment 20gm,* Mkt: East West Pharma (India) Private Limited * Delivery charges if applicable will be applied at checkout,95,95
BECLO Lotion 30ml,* Mkt: Vilco Laboratories Pvt Ltd * Delivery charges if applicable will be applied at checkout,99,99
BECLOLAB NC Cream 15gm,* Mkt: Laborate Pharmaceuticals India Ltd * Delivery charges if applicable will be applied at checkout,62,62
BECLOLITE Lotion 50ml,* Mkt: Velite Pharmaceuticals * Delivery charges if applicable will be applied at checkout,192,192
BECLOVAX Lotion 50ml,* Mkt: Innovax Pharmaceuticals * Delivery charges if applicable will be applied at checkout,117,117
BECORT Lotion 100ml,* Mkt: KAIZEN RESEARCH LABS INDIA PVT LTD * Delivery charges if applicable will be applied at checkout,190,190
Bectodine Ointment 20gm,* Mkt: Ranbaxy Laboratories Ltd (Generics) * Delivery charges if applicable will be applied at checkout,44.5,31.15
BEDISAL PLUS Cream 15gm,* Mkt: Pharma Medico India Pvt Ltd * Delivery charges if applicable will be applied at checkout,126,126
BEKON C Cream 30gm,* Mkt: Eskon Pharma * Delivery charges if applicable will be applied at checkout,63.5,135
BELBACT Cream 10gm,* Mkt: Bellissa Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,98.22,98.22
BELSALIC Ointment 20gm,* Mkt: Bellissa Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,162,162
BELSONATE Cream 20gm,* Mkt: Bellissa Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,149,149
BELZOLE Soap 75gm,* Mkt: Bellissa Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,185,185
Bestopic N Cream 10gm,* Mkt: Systopic Laboratories Pvt Ltd * Delivery charges if applicable will be applied at checkout,65,53
Betadine 175mg Sachet 2Gm,* Mkt: Win Medicare Pvt Ltd * Delivery charges if applicable will be applied at checkout,13.35,13.35
Betadine Douche Vaginal 10% Wash 200ml,* Mkt: Win Medicare Pvt Ltd * Delivery charges if applicable will be applied at checkout,180.28,180.28
Betadip Cream 20gm,* Mkt: East West Pharma * Delivery charges if applicable will be applied at checkout,104,104
Betamil GM Cream 25gm,* Mkt: Procter & Gamble * Delivery charges if applicable will be applied at checkout,43.4,43.4
BETAONE CG Cream 10gm,* Mkt: German Remedies Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,97.4,97.4
BETAONE GM Cream 10gm,* Mkt: German Remedies Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,77.8,77.8
BETAPIC GM Skin Cream 15gm,* Mkt: Atopic Dermacare * Delivery charges if applicable will be applied at checkout,66,66
BETASALIC 6 Ointment 30gm,* Mkt: Alive Life Science * Delivery charges if applicable will be applied at checkout,74,74
BETASALIC S Ointment 20gm,* Mkt: Alive Pharmaceutical Pvt Ltd * Delivery charges if applicable will be applied at checkout,96.5,67
BETASALIC S Lotion 30ml,* Mkt: Atopic Dermocare * Delivery charges if applicable will be applied at checkout,81,81
Betgenta Z Cream 20gm,* Mkt: East West Pharma * Delivery charges if applicable will be applied at checkout,99.5,99.5
Betnovate Cream 20gm,* Mkt: Glaxosmithkline Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,23.3,23.3
Betnovate Ointment 15gm,* Mkt: Glaxosmithkline Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,20.81,20.81
Betnovate C Cream 30gm,* Mkt: Glaxosmithkline Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,58.6,58.6
Betnovate GM Cream 20gm,* Mkt: Glaxosmithkline Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,41.15,41.15
Betnovate M Cream 20gm,* Mkt: Glaxosmithkline Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,24.86,24.86
BETNOVATE N Cream 25gm,* Mkt: Glaxosmithkline Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,55.3,55.3
BETNOVATE N Cream 15gm,* Mkt: Glaxosmithkline Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,45.75,45.75
Betnovate N Cream 20gm,* Mkt: Glaxosmithkline Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,50.3,50.3
Betsalic Z Ointment 20gm,* Mkt: East West Pharma * Delivery charges if applicable will be applied at checkout,95,95
Betzee Cream 15gm,* Mkt: Apex Laboratories Pvt Ltd * Delivery charges if applicable will be applied at checkout,19,19
Betzee G Cream 15gm,* Mkt: Apex Laboratories Pvt Ltd * Delivery charges if applicable will be applied at checkout,22.4,22.4
Betzee GM Cream 15gm,* Mkt: Apex Laboratories Pvt Ltd * Delivery charges if applicable will be applied at checkout,21.9,21.9
BEXATINE Cream 30gm,* Mkt: Zee Laboratories Ltd * Delivery charges if applicable will be applied at checkout,85,85
BINTREAT Cream 10gm,* Mkt: Ethinext Pharma Pvt Ltd * Delivery charges if applicable will be applied at checkout,99,99
BIODINE Lotion 100ml,* Mkt: Biochem Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,38.89,38.89
BIODINE Lotion 500ml,* Mkt: Biochem Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,194.87,194.87
BIODINE Ointment 10gm,* Mkt: Biochem Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,43.85,43.85
BIODINE Ointment 125gm,* Mkt: Biochem Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,203.55,203.55
BIODINE Ointment 250gm,* Mkt: Biochem Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,305.5,305.5
BIOSALIC Ointment 20gm,* Mkt: Biochem Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,117.8,117.8
BIOSALIC F Ointment 20gm,* Mkt: Biochem Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,155,107.1
BIWORK Cream 10gm,* Mkt: Cadila Healthcare Ltd (Zydus) * Delivery charges if applicable will be applied at checkout,99,99
BROBACT Ointment 5gm,* Mkt: Icarus Health Care Pvt Ltd * Delivery charges if applicable will be applied at checkout,100,100
BURNFREE Cream 20gm,* Mkt: PREVEGO HEALTHCARE & RESEARCH PRIVATE LIMITED (Generics) * Delivery charges if applicable will be applied at checkout,77,53.9
Burnheal Cream 15gm,* Mkt: Cipla Ltd * Delivery charges if applicable will be applied at checkout,90.14,63.1
BETAPIC Cream 30gm,* Mkt: Atopic Dermocare * Delivery charges if applicable will be applied at checkout,80,80
BETAPIC Lotion 30ml,* Mkt: Atopic Dermocare * Delivery charges if applicable will be applied at checkout,99,99
BETAPIC G Cream 15gm,* Mkt: Atopic Dermocare * Delivery charges if applicable will be applied at checkout,75,159
BETAPURE 10 Ointment 15gm,* Mkt: Care Formulations * Delivery charges if applicable will be applied at checkout,94,81
BETASALIC MF Ointment 20gm,* Mkt: ALIVE HEALTHCARE * Delivery charges if applicable will be applied at checkout,60,60
BIOVATE S Lotion 50ml,* Mkt: Efzed Derma * Delivery charges if applicable will be applied at checkout,144,144
BURNS Cream 20gm,* Mkt: Liveeasy Wellness * Delivery charges if applicable will be applied at checkout,80,80
F SONE Cream 10gm,* Mkt: Caryota Lifesciences India Pvt Ltd * Delivery charges if applicable will be applied at checkout,150,150
FENTIWILL Cream 30gm,* Mkt: Amwill Healthcare * Delivery charges if applicable will be applied at checkout,290,290
FINTROSS Cream 30gm,* Mkt: Albatross Pharmaceuticals * Delivery charges if applicable will be applied at checkout,165,165
FLEXIMORE Gel 30gm,* Mkt: Avis Life Care Pvt Ltd * Delivery charges if applicable will be applied at checkout,96,96
Flucort C Skin Cream 20gm,* Mkt: Glenmark Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,164.5,164.5
Flucort Forte Skin Lotion 30ml,* Mkt: Glenmark Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,157,157
Flucort H Skin Cream 30gm,* Mkt: Glenmark Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,200,200
Flucort N Skin Cream 20gm,* Mkt: Glenmark Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,125,125
FLUCORT SKIN Lotion 30ml,* Mkt: Glenmark Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,147,147
Flucort Skin Cream 20gm,* Mkt: Glenmark Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,110,110
FLUSID Cream 10gm,* Mkt: German Remedies Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,98.22,68.75
FLUSIN Cream 10gm,* Mkt: Mdc Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,110,110
Fluskin Cream 20gm,* Mkt: East West Pharma * Delivery charges if applicable will be applied at checkout,163.9,163.9
FLUSON Cream 15gm,* Mkt: West Coast Pharmaceutical Works Ltd * Delivery charges if applicable will be applied at checkout,162.5,162.5
Flutibact Ointment 10gm,* Mkt: Glaxosmithkline Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,236.2,236.2
FLUTIN Cream 10gm,* Mkt: Lincoln Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,96.8,96.8
FLUTISONE Cream 10gm,* Mkt: Hindustan Medicare * Delivery charges if applicable will be applied at checkout,118,118
FLUTISONE Cream 20gm,* Mkt: Hindustan Medicare * Delivery charges if applicable will be applied at checkout,232,232
FLUTISONE Cream 30gm,* Mkt: MRHM Pharma Pvt Ltd * Delivery charges if applicable will be applied at checkout,332,332
Flutivate Ointment 20gm,* Mkt: Glaxosmithkline Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,192.8,192.8
Flutivate E Cream 30gm,* Mkt: Glaxosmithkline Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,332.5,332.5
FLUTIVATE SKIN Cream 20gm,* Mkt: Glaxosmithkline Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,339,339
Flutivate Skin Cream 10gm,* Mkt: Glaxosmithkline Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,339,339
FLUTY PLUS Cream 15gm,* Mkt: Coxswain Healthcare * Delivery charges if applicable will be applied at checkout,90,90
FM Derma Ointment 10gm,* Mkt: Nulife Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,257,257
Folica Hair Solution Tincture 100ml,* Mkt: Apple Therapeutics Pvt Ltd * Delivery charges if applicable will be applied at checkout,273,273
FOSRIUM Powder 8gm,* Mkt: Lupin Ltd * Delivery charges if applicable will be applied at checkout,417.85,417.85
Fourderm Cream 10gm,* Mkt: Cipla Ltd * Delivery charges if applicable will be applied at checkout,107.25,75.08
Fourderm Cream 15gm,* Mkt: Cipla Ltd * Delivery charges if applicable will be applied at checkout,134.2,93.94
Fourderm Cream 20gm,* Mkt: Cipla Ltd * Delivery charges if applicable will be applied at checkout,167.75,117.43
Fourderm Cream 5gm,* Mkt: Cipla Ltd * Delivery charges if applicable will be applied at checkout,62.31,43.62
FREEDOM Cream 50gm,* Mkt: Albatross Pharmaceuticals * Delivery charges if applicable will be applied at checkout,126,126
FREEDOM S3 Ointment 30gm,* Mkt: ALBATROSS HEALTHCARE PVT LTD * Delivery charges if applicable will be applied at checkout,74,74
FSOL Cream 10gm,* Mkt: Sol Derma Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,79,79
FT MAC Cream 10gm,* Mkt: Macleods Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,98.22,98.22
FUBAC Cream 20gm,* Mkt: SOIN PHARMACEUTICALS PRIVATE LIMITED * Delivery charges if applicable will be applied at checkout,75,208
FUBEN Cream 5gm,* Mkt: Mdc Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,56.78,56.78
FUBEN Cream 10gm,* Mkt: Mdc Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,98.22,98.22
FUCIAID Cream 7.5gm,* Mkt: DIVINE SAVIOR PVT LTD * Delivery charges if applicable will be applied at checkout,73.66,73.66
Fucibet Cream 15gm,* Mkt: Sun Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,80,80
Fucidin Cream 15gm,* Mkt: Sun Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,165.14,165.14
Fucidin Cream 5gm,* Mkt: Sun Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,55.04,55.04
Fucidin Ointment 15gm,* Mkt: Sun Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,165.14,165.14
Fucidin Ointment 5gm,* Mkt: Sun Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,49.11,49.11
Fucidin H Cream 15gm,* Mkt: Sun Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,245,245
FUCILITE Cream 10gm,* Mkt: Velite Pharmaceuticals * Delivery charges if applicable will be applied at checkout,113.5,113.5
FUCILITE B Cream 10gm,* Mkt: Velite Pharmaceuticals * Delivery charges if applicable will be applied at checkout,123,123
FUCINOVA B Cream 10gm,* Mkt: RHINE BIOGENICS PVT LTD * Delivery charges if applicable will be applied at checkout,65,87
FUCINOVA B Cream 5gm,* Mkt: RHINE BIOGENICS PVT LTD * Delivery charges if applicable will be applied at checkout,45.1,45.1
FUCISKIN Cream 15gm,* Mkt: Entod Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,162.5,162.5
FUCISKIN C Cream 10gm,* Mkt: Entod Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,154,154
FUDEP Cream 5gm,* Mkt: DEPSON HEALTHCARE * Delivery charges if applicable will be applied at checkout,49.11,49.11
Fudic Cream 10gm,* Mkt: Hegde & Hegde Pharmaceutica Llp * Delivery charges if applicable will be applied at checkout,110.1,110.1
Fudic Cream 5gm,* Mkt: Hegde & Hegde Pharmaceutica Llp * Delivery charges if applicable will be applied at checkout,55.05,55.05
Fudic Bnf Cream 10gm,* Mkt: Hegde & Hegde Pharmaceutica Llp * Delivery charges if applicable will be applied at checkout,75,197
Fudic Bnf Cream 20gm,* Mkt: Hegde & Hegde Pharmaceutica Llp * Delivery charges if applicable will be applied at checkout,340,340
FUMON Cream 20gm,* Mkt: Regaliz Medicare Ltd * Delivery charges if applicable will be applied at checkout,159,159
Funzi MX 1% Dusting Powder 75gm,* Mkt: Corona Remedies Pvt Ltd * Delivery charges if applicable will be applied at checkout,112.72,112.72
FUNZI NM Cream 20gm,* Mkt: Corona Remedies Pvt Ltd * Delivery charges if applicable will be applied at checkout,131.7,131.7
FUNZI NM Lotion 30ml,* Mkt: Corona Remedies Pvt Ltd * Delivery charges if applicable will be applied at checkout,132,132
FURAMO Cream 15gm,* Mkt: Dermajoint India * Delivery charges if applicable will be applied at checkout,235,235
FUROSONE Cream 15gm,* Mkt: Oscar Remedies Pvt Ltd * Delivery charges if applicable will be applied at checkout,70,70
FUROTOP 2% Cream 10gm,* Mkt: Amwill Healthcare * Delivery charges if applicable will be applied at checkout,98,98
FUROTOP FA Cream 20gm,* Mkt: Amwill Healthcare * Delivery charges if applicable will be applied at checkout,290,261
FUROTOP SA Ointment 30gm,* Mkt: Amwill Healthcare * Delivery charges if applicable will be applied at checkout,150,150
FUSE B Cream 10gm,* Mkt: Oscar Remedies Pvt Ltd * Delivery charges if applicable will be applied at checkout,115,115
Fusee Ointment 10gm,* Mkt: Talent India * Delivery charges if applicable will be applied at checkout,121,108.9
Fusee B Cream 20gm,* Mkt: Talent Healthcare * Delivery charges if applicable will be applied at checkout,185,185
